trial,token_set,accepted,cert_trigger,witness_size,equal_updates
833,EMPTY,0,bot,0,1
834,t_h0,1,sup_h0,1,1
835,"t_h0,t_h1",1,sup_h0,1,1
836,t_h1,1,sup_h1,1,1
837,EMPTY,0,bot,0,1
838,"t_h0,t_h1",1,sup_h0,1,1
839,EMPTY,0,bot,0,1
840,t_h1,1,sup_h1,1,1
841,t_h1,1,sup_h1,1,1
842,t_h1,1,sup_h1,1,1
843,"t_h0,t_h1",1,sup_h0,1,1
844,t_h0,1,sup_h0,1,1
845,t_h1,1,sup_h1,1,1
846,EMPTY,0,bot,0,1
847,EMPTY,0,bot,0,1
848,t_h0,1,sup_h0,1,1
849,t_h0,1,sup_h0,1,1
850,t_h0,1,sup_h0,1,1
851,"t_h0,t_h1",1,sup_h0,1,1
852,"t_h0,t_h1",1,sup_h0,1,1
853,EMPTY,0,bot,0,1
854,t_h1,1,sup_h1,1,1
855,"t_h0,t_h1",1,sup_h0,1,1
856,t_h1,1,sup_h1,1,1
857,"t_h0,t_h1",1,sup_h0,1,1
858,EMPTY,0,bot,0,1
859,EMPTY,0,bot,0,1
860,"t_h0,t_h1",1,sup_h0,1,1
861,EMPTY,0,bot,0,1
862,t_h0,1,sup_h0,1,1
863,"t_h0,t_h1",1,sup_h0,1,1
864,t_h1,1,sup_h1,1,1
865,"t_h0,t_h1",1,sup_h0,1,1
866,t_h0,1,sup_h0,1,1
867,"t_h0,t_h1",1,sup_h0,1,1
868,t_h0,1,sup_h0,1,1
869,t_h1,1,sup_h1,1,1
870,t_h0,1,sup_h0,1,1
871,"t_h0,t_h1",1,sup_h0,1,1
872,EMPTY,0,bot,0,1
873,t_h1,1,sup_h1,1,1
874,EMPTY,0,bot,0,1
875,t_h0,1,sup_h0,1,1
876,EMPTY,0,bot,0,1
877,EMPTY,0,bot,0,1
878,t_h1,1,sup_h1,1,1
879,"t_h0,t_h1",1,sup_h0,1,1
880,t_h1,1,sup_h1,1,1
881,EMPTY,0,bot,0,1
882,t_h1,1,sup_h1,1,1
883,t_h0,1,sup_h0,1,1
884,"t_h0,t_h1",1,sup_h0,1,1
885,EMPTY,0,bot,0,1
886,"t_h0,t_h1",1,sup_h0,1,1
887,t_h1,1,sup_h1,1,1
888,t_h0,1,sup_h0,1,1
889,t_h0,1,sup_h0,1,1
890,t_h1,1,sup_h1,1,1
891,EMPTY,0,bot,0,1
892,t_h1,1,sup_h1,1,1
893,EMPTY,0,bot,0,1
894,t_h1,1,sup_h1,1,1
895,t_h1,1,sup_h1,1,1
896,"t_h0,t_h1",1,sup_h0,1,1
897,t_h0,1,sup_h0,1,1
898,"t_h0,t_h1",1,sup_h0,1,1
899,"t_h0,t_h1",1,sup_h0,1,1
900,t_h0,1,sup_h0,1,1
901,t_h0,1,sup_h0,1,1
902,t_h1,1,sup_h1,1,1
903,t_h0,1,sup_h0,1,1
904,t_h1,1,sup_h1,1,1
905,t_h0,1,sup_h0,1,1
906,t_h0,1,sup_h0,1,1
907,t_h0,1,sup_h0,1,1
908,"t_h0,t_h1",1,sup_h0,1,1
909,EMPTY,0,bot,0,1
910,t_h0,1,sup_h0,1,1
911,EMPTY,0,bot,0,1
912,t_h1,1,sup_h1,1,1
913,t_h1,1,sup_h1,1,1
914,"t_h0,t_h1",1,sup_h0,1,1
915,EMPTY,0,bot,0,1
916,t_h0,1,sup_h0,1,1
917,"t_h0,t_h1",1,sup_h0,1,1
918,t_h1,1,sup_h1,1,1
919,t_h0,1,sup_h0,1,1
920,EMPTY,0,bot,0,1
921,"t_h0,t_h1",1,sup_h0,1,1
922,t_h0,1,sup_h0,1,1
923,"t_h0,t_h1",1,sup_h0,1,1
924,t_h1,1,sup_h1,1,1
925,t_h0,1,sup_h0,1,1
926,t_h1,1,sup_h1,1,1
927,EMPTY,0,bot,0,1
928,"t_h0,t_h1",1,sup_h0,1,1
929,"t_h0,t_h1",1,sup_h0,1,1
930,EMPTY,0,bot,0,1
931,"t_h0,t_h1",1,sup_h0,1,1
932,"t_h0,t_h1",1,sup_h0,1,1
933,EMPTY,0,bot,0,1
934,t_h0,1,sup_h0,1,1
935,"t_h0,t_h1",1,sup_h0,1,1
936,t_h1,1,sup_h1,1,1
937,t_h1,1,sup_h1,1,1
938,"t_h0,t_h1",1,sup_h0,1,1
939,t_h0,1,sup_h0,1,1
940,EMPTY,0,bot,0,1
941,t_h1,1,sup_h1,1,1
942,"t_h0,t_h1",1,sup_h0,1,1
943,EMPTY,0,bot,0,1
944,t_h0,1,sup_h0,1,1
945,t_h0,1,sup_h0,1,1
946,EMPTY,0,bot,0,1
947,"t_h0,t_h1",1,sup_h0,1,1
948,EMPTY,0,bot,0,1
949,t_h1,1,sup_h1,1,1
950,EMPTY,0,bot,0,1
951,"t_h0,t_h1",1,sup_h0,1,1
952,EMPTY,0,bot,0,1
953,t_h1,1,sup_h1,1,1
954,"t_h0,t_h1",1,sup_h0,1,1
955,EMPTY,0,bot,0,1
956,EMPTY,0,bot,0,1
957,"t_h0,t_h1",1,sup_h0,1,1
958,t_h0,1,sup_h0,1,1
959,"t_h0,t_h1",1,sup_h0,1,1
960,EMPTY,0,bot,0,1
961,"t_h0,t_h1",1,sup_h0,1,1
962,"t_h0,t_h1",1,sup_h0,1,1
963,EMPTY,0,bot,0,1
964,"t_h0,t_h1",1,sup_h0,1,1
965,EMPTY,0,bot,0,1
966,EMPTY,0,bot,0,1
967,EMPTY,0,bot,0,1
968,t_h0,1,sup_h0,1,1
969,t_h1,1,sup_h1,1,1
970,t_h0,1,sup_h0,1,1
971,t_h0,1,sup_h0,1,1
972,t_h0,1,sup_h0,1,1
973,t_h1,1,sup_h1,1,1
974,EMPTY,0,bot,0,1
975,t_h1,1,sup_h1,1,1
976,t_h0,1,sup_h0,1,1
977,t_h0,1,sup_h0,1,1
978,t_h0,1,sup_h0,1,1
979,"t_h0,t_h1",1,sup_h0,1,1
980,t_h1,1,sup_h1,1,1
981,t_h0,1,sup_h0,1,1
982,t_h1,1,sup_h1,1,1
983,t_h0,1,sup_h0,1,1
984,"t_h0,t_h1",1,sup_h0,1,1
985,t_h0,1,sup_h0,1,1
986,"t_h0,t_h1",1,sup_h0,1,1
987,t_h1,1,sup_h1,1,1
988,EMPTY,0,bot,0,1
989,t_h1,1,sup_h1,1,1
990,EMPTY,0,bot,0,1
991,EMPTY,0,bot,0,1
992,t_h1,1,sup_h1,1,1
993,t_h1,1,sup_h1,1,1
994,EMPTY,0,bot,0,1
995,t_h1,1,sup_h1,1,1
996,t_h1,1,sup_h1,1,1
997,t_h0,1,sup_h0,1,1
998,"t_h0,t_h1",1,sup_h0,1,1
999,"t_h0,t_h1",1,sup_h0,1,1
1000,t_h1,1,sup_h1,1,1
1001,EMPTY,0,bot,0,1
1002,t_h1,1,sup_h1,1,1
1003,t_h1,1,sup_h1,1,1
1004,t_h1,1,sup_h1,1,1
1005,"t_h0,t_h1",1,sup_h0,1,1
1006,"t_h0,t_h1",1,sup_h0,1,1
1007,t_h0,1,sup_h0,1,1
1008,"t_h0,t_h1",1,sup_h0,1,1
1009,EMPTY,0,bot,0,1
1010,"t_h0,t_h1",1,sup_h0,1,1
1011,EMPTY,0,bot,0,1
1012,EMPTY,0,bot,0,1
1013,EMPTY,0,bot,0,1
1014,t_h1,1,sup_h1,1,1
1015,t_h0,1,sup_h0,1,1
1016,EMPTY,0,bot,0,1
1017,"t_h0,t_h1",1,sup_h0,1,1
1018,t_h1,1,sup_h1,1,1
1019,t_h1,1,sup_h1,1,1
1020,t_h0,1,sup_h0,1,1
1021,EMPTY,0,bot,0,1
1022,EMPTY,0,bot,0,1
1023,EMPTY,0,bot,0,1
1024,t_h1,1,sup_h1,1,1
1025,t_h0,1,sup_h0,1,1
1026,t_h1,1,sup_h1,1,1
1027,"t_h0,t_h1",1,sup_h0,1,1
1028,t_h1,1,sup_h1,1,1
1029,EMPTY,0,bot,0,1
1030,EMPTY,0,bot,0,1
1031,t_h1,1,sup_h1,1,1
1032,t_h0,1,sup_h0,1,1
1033,EMPTY,0,bot,0,1
1034,EMPTY,0,bot,0,1
1035,t_h0,1,sup_h0,1,1
1036,t_h0,1,sup_h0,1,1
1037,t_h1,1,sup_h1,1,1
1038,"t_h0,t_h1",1,sup_h0,1,1
1039,EMPTY,0,bot,0,1
1040,t_h0,1,sup_h0,1,1
1041,t_h1,1,sup_h1,1,1
1042,t_h1,1,sup_h1,1,1
1043,"t_h0,t_h1",1,sup_h0,1,1
1044,EMPTY,0,bot,0,1
1045,EMPTY,0,bot,0,1
1046,t_h1,1,sup_h1,1,1
1047,"t_h0,t_h1",1,sup_h0,1,1
1048,t_h1,1,sup_h1,1,1
1049,t_h0,1,sup_h0,1,1
1050,"t_h0,t_h1",1,sup_h0,1,1
1051,t_h0,1,sup_h0,1,1
1052,"t_h0,t_h1",1,sup_h0,1,1
1053,EMPTY,0,bot,0,1
1054,t_h0,1,sup_h0,1,1
1055,EMPTY,0,bot,0,1
1056,"t_h0,t_h1",1,sup_h0,1,1
1057,t_h0,1,sup_h0,1,1
1058,"t_h0,t_h1",1,sup_h0,1,1
1059,t_h1,1,sup_h1,1,1
1060,EMPTY,0,bot,0,1
1061,t_h1,1,sup_h1,1,1
1062,t_h0,1,sup_h0,1,1
1063,t_h1,1,sup_h1,1,1
1064,t_h1,1,sup_h1,1,1
1065,"t_h0,t_h1",1,sup_h0,1,1
1066,"t_h0,t_h1",1,sup_h0,1,1
1067,"t_h0,t_h1",1,sup_h0,1,1
1068,EMPTY,0,bot,0,1
1069,t_h1,1,sup_h1,1,1
1070,EMPTY,0,bot,0,1
1071,t_h0,1,sup_h0,1,1
1072,"t_h0,t_h1",1,sup_h0,1,1
1073,t_h1,1,sup_h1,1,1
1074,"t_h0,t_h1",1,sup_h0,1,1
1075,EMPTY,0,bot,0,1
1076,t_h1,1,sup_h1,1,1
1077,t_h1,1,sup_h1,1,1
1078,"t_h0,t_h1",1,sup_h0,1,1
1079,EMPTY,0,bot,0,1
1080,"t_h0,t_h1",1,sup_h0,1,1
1081,t_h1,1,sup_h1,1,1
1082,t_h0,1,sup_h0,1,1
1083,"t_h0,t_h1",1,sup_h0,1,1
1084,"t_h0,t_h1",1,sup_h0,1,1
1085,t_h1,1,sup_h1,1,1
1086,t_h0,1,sup_h0,1,1
1087,t_h1,1,sup_h1,1,1
1088,t_h1,1,sup_h1,1,1
1089,t_h0,1,sup_h0,1,1
1090,EMPTY,0,bot,0,1
1091,t_h1,1,sup_h1,1,1
1092,t_h1,1,sup_h1,1,1
1093,t_h0,1,sup_h0,1,1
1094,EMPTY,0,bot,0,1
1095,"t_h0,t_h1",1,sup_h0,1,1
1096,t_h0,1,sup_h0,1,1
1097,t_h0,1,sup_h0,1,1
1098,t_h1,1,sup_h1,1,1
1099,t_h1,1,sup_h1,1,1
1100,"t_h0,t_h1",1,sup_h0,1,1
1101,t_h1,1,sup_h1,1,1
1102,t_h0,1,sup_h0,1,1
1103,t_h0,1,sup_h0,1,1
1104,EMPTY,0,bot,0,1
1105,t_h1,1,sup_h1,1,1
1106,t_h0,1,sup_h0,1,1
1107,t_h1,1,sup_h1,1,1
1108,"t_h0,t_h1",1,sup_h0,1,1
1109,EMPTY,0,bot,0,1
1110,t_h0,1,sup_h0,1,1
1111,"t_h0,t_h1",1,sup_h0,1,1
1112,EMPTY,0,bot,0,1
1113,t_h0,1,sup_h0,1,1
1114,t_h0,1,sup_h0,1,1
1115,"t_h0,t_h1",1,sup_h0,1,1
1116,t_h0,1,sup_h0,1,1
1117,t_h1,1,sup_h1,1,1
1118,"t_h0,t_h1",1,sup_h0,1,1
1119,"t_h0,t_h1",1,sup_h0,1,1
1120,"t_h0,t_h1",1,sup_h0,1,1
1121,t_h0,1,sup_h0,1,1
1122,t_h1,1,sup_h1,1,1
1123,EMPTY,0,bot,0,1
1124,t_h1,1,sup_h1,1,1
1125,t_h1,1,sup_h1,1,1
1126,"t_h0,t_h1",1,sup_h0,1,1
1127,"t_h0,t_h1",1,sup_h0,1,1
1128,EMPTY,0,bot,0,1
1129,EMPTY,0,bot,0,1
1130,t_h1,1,sup_h1,1,1
1131,"t_h0,t_h1",1,sup_h0,1,1
1132,t_h0,1,sup_h0,1,1
1133,EMPTY,0,bot,0,1
1134,EMPTY,0,bot,0,1
1135,"t_h0,t_h1",1,sup_h0,1,1
1136,EMPTY,0,bot,0,1
1137,t_h0,1,sup_h0,1,1
1138,t_h0,1,sup_h0,1,1
1139,t_h1,1,sup_h1,1,1
1140,"t_h0,t_h1",1,sup_h0,1,1
1141,t_h1,1,sup_h1,1,1
1142,t_h1,1,sup_h1,1,1
1143,EMPTY,0,bot,0,1
1144,t_h1,1,sup_h1,1,1
1145,t_h0,1,sup_h0,1,1
1146,t_h0,1,sup_h0,1,1
1147,EMPTY,0,bot,0,1
1148,t_h1,1,sup_h1,1,1
1149,EMPTY,0,bot,0,1
1150,"t_h0,t_h1",1,sup_h0,1,1
1151,EMPTY,0,bot,0,1
1152,EMPTY,0,bot,0,1
1153,t_h0,1,sup_h0,1,1
1154,EMPTY,0,bot,0,1
1155,t_h0,1,sup_h0,1,1
1156,"t_h0,t_h1",1,sup_h0,1,1
1157,t_h0,1,sup_h0,1,1
1158,"t_h0,t_h1",1,sup_h0,1,1
1159,"t_h0,t_h1",1,sup_h0,1,1
1160,EMPTY,0,bot,0,1
1161,EMPTY,0,bot,0,1
1162,EMPTY,0,bot,0,1
1163,t_h0,1,sup_h0,1,1
1164,EMPTY,0,bot,0,1
1165,t_h0,1,sup_h0,1,1
1166,t_h1,1,sup_h1,1,1
1167,EMPTY,0,bot,0,1
1168,t_h1,1,sup_h1,1,1
1169,"t_h0,t_h1",1,sup_h0,1,1
1170,"t_h0,t_h1",1,sup_h0,1,1
1171,EMPTY,0,bot,0,1
1172,t_h0,1,sup_h0,1,1
1173,t_h1,1,sup_h1,1,1
1174,EMPTY,0,bot,0,1
1175,"t_h0,t_h1",1,sup_h0,1,1
1176,EMPTY,0,bot,0,1
1177,"t_h0,t_h1",1,sup_h0,1,1
1178,t_h1,1,sup_h1,1,1
1179,t_h0,1,sup_h0,1,1
1180,t_h0,1,sup_h0,1,1
1181,t_h1,1,sup_h1,1,1
1182,t_h1,1,sup_h1,1,1
1183,t_h0,1,sup_h0,1,1
1184,"t_h0,t_h1",1,sup_h0,1,1
1185,t_h1,1,sup_h1,1,1
1186,t_h0,1,sup_h0,1,1
1187,t_h0,1,sup_h0,1,1
1188,t_h1,1,sup_h1,1,1
1189,t_h1,1,sup_h1,1,1
1190,EMPTY,0,bot,0,1
1191,t_h1,1,sup_h1,1,1
1192,t_h0,1,sup_h0,1,1
1193,t_h1,1,sup_h1,1,1
1194,t_h0,1,sup_h0,1,1
1195,EMPTY,0,bot,0,1
1196,"t_h0,t_h1",1,sup_h0,1,1
1197,t_h1,1,sup_h1,1,1
1198,t_h1,1,sup_h1,1,1
1199,EMPTY,0,bot,0,1
1200,t_h0,1,sup_h0,1,1
1201,EMPTY,0,bot,0,1
1202,t_h0,1,sup_h0,1,1
1203,"t_h0,t_h1",1,sup_h0,1,1
1204,"t_h0,t_h1",1,sup_h0,1,1
1205,t_h0,1,sup_h0,1,1
1206,t_h1,1,sup_h1,1,1
1207,t_h0,1,sup_h0,1,1
1208,t_h1,1,sup_h1,1,1
1209,"t_h0,t_h1",1,sup_h0,1,1
1210,t_h1,1,sup_h1,1,1
1211,t_h1,1,sup_h1,1,1
1212,t_h0,1,sup_h0,1,1
1213,EMPTY,0,bot,0,1
1214,t_h1,1,sup_h1,1,1
1215,t_h0,1,sup_h0,1,1
1216,"t_h0,t_h1",1,sup_h0,1,1
1217,t_h0,1,sup_h0,1,1
1218,t_h0,1,sup_h0,1,1
1219,t_h0,1,sup_h0,1,1
1220,EMPTY,0,bot,0,1
1221,t_h1,1,sup_h1,1,1
1222,t_h0,1,sup_h0,1,1
1223,t_h1,1,sup_h1,1,1
1224,EMPTY,0,bot,0,1
1225,"t_h0,t_h1",1,sup_h0,1,1
1226,"t_h0,t_h1",1,sup_h0,1,1
1227,t_h0,1,sup_h0,1,1
1228,"t_h0,t_h1",1,sup_h0,1,1
1229,t_h0,1,sup_h0,1,1
1230,"t_h0,t_h1",1,sup_h0,1,1
1231,t_h1,1,sup_h1,1,1
1232,EMPTY,0,bot,0,1
1233,EMPTY,0,bot,0,1
1234,t_h1,1,sup_h1,1,1
1235,EMPTY,0,bot,0,1
1236,"t_h0,t_h1",1,sup_h0,1,1
1237,t_h0,1,sup_h0,1,1
1238,t_h1,1,sup_h1,1,1
1239,t_h1,1,sup_h1,1,1
1240,t_h1,1,sup_h1,1,1
1241,EMPTY,0,bot,0,1
1242,t_h0,1,sup_h0,1,1
1243,t_h0,1,sup_h0,1,1
1244,t_h1,1,sup_h1,1,1
1245,"t_h0,t_h1",1,sup_h0,1,1
1246,t_h1,1,sup_h1,1,1
1247,t_h0,1,sup_h0,1,1
1248,t_h1,1,sup_h1,1,1
1249,EMPTY,0,bot,0,1
1250,t_h1,1,sup_h1,1,1
1251,t_h0,1,sup_h0,1,1
1252,EMPTY,0,bot,0,1
1253,EMPTY,0,bot,0,1
1254,EMPTY,0,bot,0,1
1255,t_h1,1,sup_h1,1,1
1256,"t_h0,t_h1",1,sup_h0,1,1
1257,"t_h0,t_h1",1,sup_h0,1,1
1258,EMPTY,0,bot,0,1
1259,t_h1,1,sup_h1,1,1
1260,"t_h0,t_h1",1,sup_h0,1,1
1261,t_h0,1,sup_h0,1,1
1262,t_h1,1,sup_h1,1,1
1263,t_h1,1,sup_h1,1,1
1264,EMPTY,0,bot,0,1
1265,t_h0,1,sup_h0,1,1
1266,t_h0,1,sup_h0,1,1
1267,EMPTY,0,bot,0,1
1268,t_h1,1,sup_h1,1,1
1269,t_h0,1,sup_h0,1,1
1270,EMPTY,0,bot,0,1
1271,"t_h0,t_h1",1,sup_h0,1,1
1272,t_h0,1,sup_h0,1,1
1273,t_h1,1,sup_h1,1,1
1274,t_h1,1,sup_h1,1,1
1275,t_h1,1,sup_h1,1,1
1276,"t_h0,t_h1",1,sup_h0,1,1
1277,t_h1,1,sup_h1,1,1
1278,t_h1,1,sup_h1,1,1
1279,EMPTY,0,bot,0,1
1280,EMPTY,0,bot,0,1
1281,EMPTY,0,bot,0,1
1282,t_h0,1,sup_h0,1,1
1283,EMPTY,0,bot,0,1
1284,"t_h0,t_h1",1,sup_h0,1,1
1285,"t_h0,t_h1",1,sup_h0,1,1
1286,t_h0,1,sup_h0,1,1
1287,"t_h0,t_h1",1,sup_h0,1,1
1288,t_h0,1,sup_h0,1,1
1289,t_h0,1,sup_h0,1,1
1290,"t_h0,t_h1",1,sup_h0,1,1
1291,t_h0,1,sup_h0,1,1
1292,"t_h0,t_h1",1,sup_h0,1,1
1293,"t_h0,t_h1",1,sup_h0,1,1
1294,t_h1,1,sup_h1,1,1
1295,"t_h0,t_h1",1,sup_h0,1,1
1296,"t_h0,t_h1",1,sup_h0,1,1
1297,t_h1,1,sup_h1,1,1
1298,EMPTY,0,bot,0,1
1299,t_h1,1,sup_h1,1,1
1300,"t_h0,t_h1",1,sup_h0,1,1
1301,EMPTY,0,bot,0,1
1302,t_h1,1,sup_h1,1,1
1303,t_h0,1,sup_h0,1,1
1304,t_h0,1,sup_h0,1,1
1305,"t_h0,t_h1",1,sup_h0,1,1
1306,t_h0,1,sup_h0,1,1
1307,t_h0,1,sup_h0,1,1
1308,"t_h0,t_h1",1,sup_h0,1,1
1309,t_h0,1,sup_h0,1,1
1310,EMPTY,0,bot,0,1
1311,t_h1,1,sup_h1,1,1
1312,EMPTY,0,bot,0,1
1313,t_h0,1,sup_h0,1,1
1314,t_h1,1,sup_h1,1,1
1315,t_h1,1,sup_h1,1,1
1316,EMPTY,0,bot,0,1
1317,EMPTY,0,bot,0,1
1318,t_h0,1,sup_h0,1,1
1319,EMPTY,0,bot,0,1
1320,t_h1,1,sup_h1,1,1
1321,EMPTY,0,bot,0,1
1322,t_h0,1,sup_h0,1,1
1323,EMPTY,0,bot,0,1
1324,t_h1,1,sup_h1,1,1
1325,t_h0,1,sup_h0,1,1
1326,t_h1,1,sup_h1,1,1
1327,EMPTY,0,bot,0,1
1328,EMPTY,0,bot,0,1
1329,"t_h0,t_h1",1,sup_h0,1,1
1330,t_h1,1,sup_h1,1,1
1331,EMPTY,0,bot,0,1
1332,EMPTY,0,bot,0,1
1333,t_h1,1,sup_h1,1,1
1334,"t_h0,t_h1",1,sup_h0,1,1
1335,"t_h0,t_h1",1,sup_h0,1,1
1336,t_h0,1,sup_h0,1,1
1337,EMPTY,0,bot,0,1
1338,t_h1,1,sup_h1,1,1
1339,t_h1,1,sup_h1,1,1
1340,t_h0,1,sup_h0,1,1
1341,"t_h0,t_h1",1,sup_h0,1,1
1342,"t_h0,t_h1",1,sup_h0,1,1
1343,"t_h0,t_h1",1,sup_h0,1,1
1344,t_h0,1,sup_h0,1,1
1345,EMPTY,0,bot,0,1
1346,"t_h0,t_h1",1,sup_h0,1,1
1347,t_h0,1,sup_h0,1,1
1348,"t_h0,t_h1",1,sup_h0,1,1
1349,t_h0,1,sup_h0,1,1
1350,EMPTY,0,bot,0,1
1351,"t_h0,t_h1",1,sup_h0,1,1
1352,t_h1,1,sup_h1,1,1
1353,t_h0,1,sup_h0,1,1
1354,t_h1,1,sup_h1,1,1
1355,t_h1,1,sup_h1,1,1
1356,EMPTY,0,bot,0,1
1357,EMPTY,0,bot,0,1
1358,t_h0,1,sup_h0,1,1
1359,t_h0,1,sup_h0,1,1
1360,t_h1,1,sup_h1,1,1
1361,"t_h0,t_h1",1,sup_h0,1,1
1362,t_h0,1,sup_h0,1,1
1363,t_h0,1,sup_h0,1,1
1364,t_h1,1,sup_h1,1,1
1365,t_h0,1,sup_h0,1,1
1366,EMPTY,0,bot,0,1
1367,EMPTY,0,bot,0,1
1368,t_h1,1,sup_h1,1,1
1369,t_h0,1,sup_h0,1,1
1370,t_h0,1,sup_h0,1,1
1371,t_h0,1,sup_h0,1,1
1372,EMPTY,0,bot,0,1
1373,"t_h0,t_h1",1,sup_h0,1,1
1374,EMPTY,0,bot,0,1
1375,t_h1,1,sup_h1,1,1
1376,EMPTY,0,bot,0,1
1377,"t_h0,t_h1",1,sup_h0,1,1
1378,t_h0,1,sup_h0,1,1
1379,"t_h0,t_h1",1,sup_h0,1,1
1380,t_h0,1,sup_h0,1,1
1381,t_h0,1,sup_h0,1,1
1382,"t_h0,t_h1",1,sup_h0,1,1
1383,"t_h0,t_h1",1,sup_h0,1,1
1384,t_h0,1,sup_h0,1,1
1385,t_h1,1,sup_h1,1,1
1386,t_h0,1,sup_h0,1,1
1387,EMPTY,0,bot,0,1
1388,EMPTY,0,bot,0,1
1389,t_h0,1,sup_h0,1,1
1390,EMPTY,0,bot,0,1
1391,"t_h0,t_h1",1,sup_h0,1,1
1392,t_h1,1,sup_h1,1,1
1393,"t_h0,t_h1",1,sup_h0,1,1
1394,"t_h0,t_h1",1,sup_h0,1,1
1395,t_h0,1,sup_h0,1,1
1396,t_h1,1,sup_h1,1,1
1397,t_h1,1,sup_h1,1,1
1398,t_h0,1,sup_h0,1,1
1399,t_h1,1,sup_h1,1,1
1400,t_h1,1,sup_h1,1,1
1401,t_h1,1,sup_h1,1,1
1402,"t_h0,t_h1",1,sup_h0,1,1
1403,t_h0,1,sup_h0,1,1
1404,"t_h0,t_h1",1,sup_h0,1,1
1405,t_h0,1,sup_h0,1,1
1406,EMPTY,0,bot,0,1
1407,t_h1,1,sup_h1,1,1
1408,t_h0,1,sup_h0,1,1
1409,t_h0,1,sup_h0,1,1
1410,t_h0,1,sup_h0,1,1
1411,EMPTY,0,bot,0,1
1412,t_h1,1,sup_h1,1,1
1413,t_h0,1,sup_h0,1,1
1414,t_h0,1,sup_h0,1,1
1415,t_h1,1,sup_h1,1,1
1416,EMPTY,0,bot,0,1
1417,t_h0,1,sup_h0,1,1
1418,"t_h0,t_h1",1,sup_h0,1,1
1419,"t_h0,t_h1",1,sup_h0,1,1
1420,EMPTY,0,bot,0,1
1421,"t_h0,t_h1",1,sup_h0,1,1
1422,t_h1,1,sup_h1,1,1
1423,"t_h0,t_h1",1,sup_h0,1,1
1424,EMPTY,0,bot,0,1
1425,t_h1,1,sup_h1,1,1
1426,EMPTY,0,bot,0,1
1427,t_h0,1,sup_h0,1,1
1428,t_h1,1,sup_h1,1,1
1429,EMPTY,0,bot,0,1
1430,"t_h0,t_h1",1,sup_h0,1,1
1431,t_h1,1,sup_h1,1,1
1432,t_h0,1,sup_h0,1,1
1433,t_h0,1,sup_h0,1,1
1434,"t_h0,t_h1",1,sup_h0,1,1
1435,t_h0,1,sup_h0,1,1
1436,t_h1,1,sup_h1,1,1
1437,EMPTY,0,bot,0,1
1438,EMPTY,0,bot,0,1
1439,"t_h0,t_h1",1,sup_h0,1,1
1440,"t_h0,t_h1",1,sup_h0,1,1
1441,"t_h0,t_h1",1,sup_h0,1,1
1442,t_h0,1,sup_h0,1,1
1443,EMPTY,0,bot,0,1
1444,t_h1,1,sup_h1,1,1
1445,"t_h0,t_h1",1,sup_h0,1,1
1446,t_h1,1,sup_h1,1,1
1447,"t_h0,t_h1",1,sup_h0,1,1
1448,t_h0,1,sup_h0,1,1
1449,t_h1,1,sup_h1,1,1
1450,t_h1,1,sup_h1,1,1
1451,t_h1,1,sup_h1,1,1
1452,"t_h0,t_h1",1,sup_h0,1,1
1453,EMPTY,0,bot,0,1
1454,"t_h0,t_h1",1,sup_h0,1,1
1455,t_h0,1,sup_h0,1,1
1456,"t_h0,t_h1",1,sup_h0,1,1
1457,t_h1,1,sup_h1,1,1
1458,EMPTY,0,bot,0,1
1459,t_h1,1,sup_h1,1,1
1460,EMPTY,0,bot,0,1
1461,t_h0,1,sup_h0,1,1
1462,"t_h0,t_h1",1,sup_h0,1,1
1463,t_h0,1,sup_h0,1,1
1464,"t_h0,t_h1",1,sup_h0,1,1
1465,EMPTY,0,bot,0,1
1466,EMPTY,0,bot,0,1
1467,EMPTY,0,bot,0,1
1468,EMPTY,0,bot,0,1
1469,"t_h0,t_h1",1,sup_h0,1,1
1470,t_h0,1,sup_h0,1,1
1471,EMPTY,0,bot,0,1
1472,"t_h0,t_h1",1,sup_h0,1,1
1473,"t_h0,t_h1",1,sup_h0,1,1
1474,EMPTY,0,bot,0,1
1475,"t_h0,t_h1",1,sup_h0,1,1
1476,t_h1,1,sup_h1,1,1
1477,EMPTY,0,bot,0,1
1478,t_h1,1,sup_h1,1,1
1479,"t_h0,t_h1",1,sup_h0,1,1
1480,t_h0,1,sup_h0,1,1
1481,t_h0,1,sup_h0,1,1
1482,t_h0,1,sup_h0,1,1
1483,"t_h0,t_h1",1,sup_h0,1,1
1484,EMPTY,0,bot,0,1
1485,"t_h0,t_h1",1,sup_h0,1,1
1486,t_h1,1,sup_h1,1,1
1487,"t_h0,t_h1",1,sup_h0,1,1
1488,EMPTY,0,bot,0,1
1489,t_h0,1,sup_h0,1,1
1490,t_h1,1,sup_h1,1,1
1491,t_h1,1,sup_h1,1,1
1492,t_h0,1,sup_h0,1,1
1493,t_h1,1,sup_h1,1,1
1494,EMPTY,0,bot,0,1
1495,"t_h0,t_h1",1,sup_h0,1,1
1496,t_h1,1,sup_h1,1,1
1497,EMPTY,0,bot,0,1
1498,t_h1,1,sup_h1,1,1
1499,EMPTY,0,bot,0,1
1500,"t_h0,t_h1",1,sup_h0,1,1
1501,EMPTY,0,bot,0,1
1502,EMPTY,0,bot,0,1
1503,"t_h0,t_h1",1,sup_h0,1,1
1504,"t_h0,t_h1",1,sup_h0,1,1
1505,"t_h0,t_h1",1,sup_h0,1,1
1506,t_h0,1,sup_h0,1,1
